station,raw_metar,datetime_scraped,observed,temperature,dewpoint,wind_speed,wind_direction,visibility,altimeter,flight_rules
SPRU,SPRU 161700Z 16010KT 7000 SCT003 20/17 Q1014 RMK HZ PP000,2025-05-16 17:39:10.193497,2025-05-16T17:00:00Z,20,17,10,160.0,7000,1014,MVFR
SPZO,SPZO 161730Z VRB05KT 9999 NSC 19/00 Q1031 NOSIG RMK BIRD HAZARD RWY 10/28,2025-05-16 17:39:10.639229,2025-05-16T17:30:00Z,19,0,5,,9999,1031,VFR
SPJR,SPJR 161730Z VRB02KT 9999 FEW023 SCT070 20/07 Q1028,2025-05-16 17:39:11.137248,2025-05-16T17:30:00Z,20,7,2,,9999,1028,VFR
SPQU,SPQU 161800Z 25008KT 190V300 CAVOK 18/03 Q1028 NOSIG RMK PP000,2025-05-16 18:16:59.524603,2025-05-16T18:00:00Z,18,3,8,250.0,9999,1028,VFR
SPRU,SPRU 161800Z 17010KT 7000 SCT003 20/17 Q1014 RMK PP000,2025-05-16 18:17:00.056030,2025-05-16T18:00:00Z,20,17,10,170.0,7000,1014,MVFR
SPZO,SPZO 161800Z VRB06KT 9999 NSC 20/M01 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-16 18:17:00.550591,2025-05-16T18:00:00Z,20,-1,6,,9999,1030,VFR
SPJR,SPJR 161800Z VRB03KT 9999 FEW025 SCT070 21/07 Q1027 RMK PP000,2025-05-16 18:17:00.993224,2025-05-16T18:00:00Z,21,7,3,,9999,1027,VFR
SPQU,SPQU 161900Z 24007KT 190V290 CAVOK 18/03 Q1028 NOSIG RMK PP000,2025-05-16 19:17:09.274300,2025-05-16T19:00:00Z,18,3,7,240.0,9999,1028,VFR
SPRU,SPRU 161900Z 17009KT 4500 BR BKN004 19/17 Q1013 RMK PP000,2025-05-16 19:17:09.717884,2025-05-16T19:00:00Z,19,17,9,170.0,4500,1013,LIFR
SPZO,SPZO 161900Z 29006KT 250V320 9999 FEW060 21/02 Q1028 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-16 19:17:10.202162,2025-05-16T19:00:00Z,21,2,6,290.0,9999,1028,VFR
SPJR,SPJR 161900Z VRB04KT 9999 FEW023 SCT070 22/05 Q1026 RMK PP000,2025-05-16 19:17:10.700226,2025-05-16T19:00:00Z,22,5,4,,9999,1026,VFR
SPQU,SPQU 161900Z 24007KT 190V290 CAVOK 18/03 Q1028 NOSIG RMK PP000,2025-05-16 19:42:58.574161,2025-05-16T19:00:00Z,18,3,7,240.0,9999,1028,VFR
SPRU,SPRU 161900Z 17009KT 4500 BR BKN004 19/17 Q1013 RMK PP000,2025-05-16 19:42:59.065174,2025-05-16T19:00:00Z,19,17,9,170.0,4500,1013,LIFR
SPZO,SPZO 161930Z VRB04KT 9999 FEW060 20/02 Q1028 NOSIG RMK BIRD HAZARD RWY 10/28,2025-05-16 19:42:59.500382,2025-05-16T19:30:00Z,20,2,4,,9999,1028,VFR
SPJR,SPJR 161930Z VRB05KT 9999 FEW023 SCT060 22/09 Q1025,2025-05-16 19:42:59.998373,2025-05-16T19:30:00Z,22,9,5,,9999,1025,VFR
SPQU,SPQU 161900Z 24007KT 190V290 CAVOK 18/03 Q1028 NOSIG RMK PP000,2025-05-16 19:44:52.573167,2025-05-16T19:00:00Z,18,3,7,240.0,9999,1028,VFR
SPRU,SPRU 161900Z 17009KT 4500 BR BKN004 19/17 Q1013 RMK PP000,2025-05-16 19:44:53.067706,2025-05-16T19:00:00Z,19,17,9,170.0,4500,1013,LIFR
SPZO,SPZO 161930Z VRB04KT 9999 FEW060 20/02 Q1028 NOSIG RMK BIRD HAZARD RWY 10/28,2025-05-16 19:44:53.561768,2025-05-16T19:30:00Z,20,2,4,,9999,1028,VFR
SPJR,SPJR 161930Z VRB05KT 9999 FEW023 SCT060 22/09 Q1025,2025-05-16 19:44:53.998028,2025-05-16T19:30:00Z,22,9,5,,9999,1025,VFR
SPQU,SPQU 161900Z 24007KT 190V290 CAVOK 18/03 Q1028 NOSIG RMK PP000,2025-05-16 19:47:02.739094,2025-05-16T19:00:00Z,18,3,7,240.0,9999,1028,VFR
SPRU,SPRU 161900Z 17009KT 4500 BR BKN004 19/17 Q1013 RMK PP000,2025-05-16 19:47:03.181368,2025-05-16T19:00:00Z,19,17,9,170.0,4500,1013,LIFR
SPZO,SPZO 161930Z VRB04KT 9999 FEW060 20/02 Q1028 NOSIG RMK BIRD HAZARD RWY 10/28,2025-05-16 19:47:03.604420,2025-05-16T19:30:00Z,20,2,4,,9999,1028,VFR
SPJR,SPJR 161930Z VRB05KT 9999 FEW023 SCT060 22/09 Q1025,2025-05-16 19:47:04.095453,2025-05-16T19:30:00Z,22,9,5,,9999,1025,VFR
SPQU,SPQU 162000Z 25008KT 210V290 CAVOK 18/03 Q1027 NOSIG RMK PP000,2025-05-16 20:47:11.714863,2025-05-16T20:00:00Z,18,3,8,250,9999,1027,VFR
SPRU,SPRU 162018Z 18008KT 4500 BR BKN010 19/17 Q1012,2025-05-16 20:47:12.205589,2025-05-16T20:18:00Z,19,17,8,180,4500,1012,IFR
SPZO,SPZO 162030Z 28010KT 240V330 9999 FEW060 21/03 Q1027 NOSIG RMK BIRD HAZARD RWY 10/28,2025-05-16 20:47:12.714303,2025-05-16T20:30:00Z,21,3,10,280,9999,1027,VFR
SPJR,SPJR 162030Z 17006KT 9999 SCT023 BKN050 19/10 Q1025,2025-05-16 20:47:13.153084,2025-05-16T20:30:00Z,19,10,6,170,9999,1025,VFR
SPQU,SPQU 162100Z 27009KT 220V300 CAVOK 17/05 Q1027 NOSIG RMK PP000,2025-05-16 21:08:04.939798,2025-05-16T21:00:00Z,17,5,9,270,9999,1027,VFR
SPRU,SPRU 162100Z 17008KT 5000 BR BKN010 19/17 Q1012 RMK PP000,2025-05-16 21:08:05.524173,2025-05-16T21:00:00Z,19,17,8,170,5000,1012,MVFR
SPZO,SPZO 162100Z 30009KT 260V350 9999 NSC 21/03 Q1027 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-16 21:08:05.961674,2025-05-16T21:00:00Z,21,3,9,300,9999,1027,VFR
SPJR,SPJR 162100Z 14005KT 9999 SCT023 BKN050 18/10 Q1025 RMK PP000,2025-05-16 21:08:06.399687,2025-05-16T21:00:00Z,18,10,5,140,9999,1025,VFR
SPQU,SPQU 162100Z 27009KT 220V300 CAVOK 17/05 Q1027 NOSIG RMK PP000,2025-05-16 21:15:48.691703,2025-05-16T21:00:00Z,17,5,9,270,9999,1027,VFR
SPRU,SPRU 162100Z 17008KT 5000 BR BKN010 19/17 Q1012 RMK PP000,2025-05-16 21:15:49.172558,2025-05-16T21:00:00Z,19,17,8,170,5000,1012,MVFR
SPZO,SPZO 162100Z 30009KT 260V350 9999 NSC 21/03 Q1027 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-16 21:15:49.593057,2025-05-16T21:00:00Z,21,3,9,300,9999,1027,VFR
SPJR,SPJR 162100Z 14005KT 9999 SCT023 BKN050 18/10 Q1025 RMK PP000,2025-05-16 21:15:50.030453,2025-05-16T21:00:00Z,18,10,5,140,9999,1025,VFR
SPQU,SPQU 162200Z 27011KT 230V290 CAVOK 15/06 Q1028 NOSIG RMK TX18.9 PP000,2025-05-16 22:15:57.689252,2025-05-16T22:00:00Z,15,6,11,270.0,9999,1028,VFR
SPRU,SPRU 162200Z 15008KT 4000 BR OVC003 19/17 Q1013 RMK TX20.1 PP000,2025-05-16 22:15:58.177900,2025-05-16T22:00:00Z,19,17,8,150.0,4000,1013,LIFR
SPZO,SPZO 162200Z 31009KT 280V340 9999 NSC 20/01 Q1027 NOSIG RMK BIRD HAZARD RWY 10/28 TX21.8 PP000,2025-05-16 22:15:58.673085,2025-05-16T22:00:00Z,20,1,9,310.0,9999,1027,VFR
SPJR,SPJR 162200Z VRB04KT 9999 SCT023 BKN050 18/11 Q1025 RMK TX22.8 PP000,2025-05-16 22:15:59.125217,2025-05-16T22:00:00Z,18,11,4,,9999,1025,VFR
SPQU,SPQU 162300Z 27007KT CAVOK 14/06 Q1028 NOSIG RMK PP000,2025-05-16 23:16:06.841182,2025-05-16T23:00:00Z,14,6,7,270,9999,1028,VFR
SPRU,SPRU 162300Z 15011KT 4000 BR OVC003 18/17 Q1013 RMK PP000,2025-05-16 23:16:07.336757,2025-05-16T23:00:00Z,18,17,11,150,4000,1013,LIFR
SPZO,SPZO 162300Z 30006KT 260V350 9999 NSC 16/01 Q1027 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-16 23:16:07.771036,2025-05-16T23:00:00Z,16,1,6,300,9999,1027,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-16 23:16:08.209071,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 170000Z 29006KT CAVOK 13/06 Q1030 RMK PP000,2025-05-17 00:16:16.905049,2025-05-17T00:00:00Z,13,6,6,290,9999,1030,VFR
SPRU,SPRU 170000Z 14010KT 3000 BR OVC002 18/17 Q1014 RMK PP000,2025-05-17 00:16:17.392431,2025-05-17T00:00:00Z,18,17,10,140,3000,1014,LIFR
SPZO,SPZO 170000Z 27006KT 9999 NSC 15/03 Q1028 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-17 00:16:17.825388,2025-05-17T00:00:00Z,15,3,6,270,9999,1028,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 00:16:18.319292,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 170100Z 06007KT CAVOK 12/05 Q1030 RMK PP000,2025-05-17 01:16:26.057201,2025-05-17T01:00:00Z,12,5,7,60.0,9999,1030,VFR
SPRU,SPRU 170100Z 14010KT 3000 BR OVC002 18/17 Q1015 RMK PP000,2025-05-17 01:16:26.546838,2025-05-17T01:00:00Z,18,17,10,140.0,3000,1015,LIFR
SPZO,SPZO 170100Z VRB02KT 9999 NSC 12/02 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-17 01:16:26.981862,2025-05-17T01:00:00Z,12,2,2,,9999,1030,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 01:16:27.546716,2025-05-16T23:00:00Z,15,10,5,130.0,9999,1026,VFR
SPQU,SPQU 170200Z 04005KT CAVOK 12/05 Q1030 RMK PP000,2025-05-17 02:16:35.310267,2025-05-17T02:00:00Z,12,5,5,40,9999,1030,VFR
SPRU,SPRU 170200Z 14009KT 3000 BR OVC002 18/17 Q1016 RMK PP000,2025-05-17 02:16:35.761941,2025-05-17T02:00:00Z,18,17,9,140,3000,1016,LIFR
SPZO,SPZO 170200Z 07003KT 040V110 9999 NSC 10/02 Q1031 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-17 02:16:36.275321,2025-05-17T02:00:00Z,10,2,3,70,9999,1031,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 02:16:36.862421,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 170300Z 02004KT 350V050 CAVOK 11/05 Q1030 RMK PP000,2025-05-17 03:16:44.516258,2025-05-17T03:00:00Z,11,5,4,20.0,9999,1030,VFR
SPRU,SPRU 170300Z 15009KT 2500 BR OVC002 18/17 Q1016 RMK PP000,2025-05-17 03:16:45.022567,2025-05-17T03:00:00Z,18,17,9,150.0,2500,1016,LIFR
SPZO,SPZO 170300Z VRB01KT 9999 NSC 09/03 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-17 03:16:45.507085,2025-05-17T03:00:00Z,9,3,1,,9999,1032,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 03:16:46.175731,2025-05-16T23:00:00Z,15,10,5,130.0,9999,1026,VFR
SPQU,SPQU 170400Z 05006KT CAVOK 11/05 Q1030 RMK PP000,2025-05-17 04:16:54.143462,2025-05-17T04:00:00Z,11,5,6,50,9999,1030,VFR
SPRU,SPRU 170400Z 15008KT 3000 BR OVC003 18/17 Q1016 RMK PP000,2025-05-17 04:16:54.586890,2025-05-17T04:00:00Z,18,17,8,150,3000,1016,LIFR
SPZO,SPZO 170400Z 10002KT 9999 NSC 08/03 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-05-17 04:16:55.085712,2025-05-17T04:00:00Z,8,3,2,100,9999,1032,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 04:16:55.630374,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 170500Z 34004KT CAVOK 11/04 Q1030 RMK PP000,2025-05-17 05:10:01.522909,2025-05-17T05:00:00Z,11,4,4,340.0,9999,1030,VFR
SPRU,SPRU 170500Z 16008KT 2500 BR BKN003 18/17 Q1016 RMK PP000,2025-05-17 05:10:01.993962,2025-05-17T05:00:00Z,18,17,8,160.0,2500,1016,LIFR
SPZO,SPZO 170500Z VRB01KT 9999 NSC 07/03 Q1032 NOSIG RMK PP000,2025-05-17 05:10:02.512094,2025-05-17T05:00:00Z,7,3,1,,9999,1032,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 05:10:03.097735,2025-05-16T23:00:00Z,15,10,5,130.0,9999,1026,VFR
SPQU,SPQU 170500Z 34004KT CAVOK 11/04 Q1030 RMK PP000,2025-05-17 05:45:37.694211,2025-05-17T05:00:00Z,11,4,4,340,9999,1030,VFR
SPRU,SPRU 170500Z 16008KT 2500 BR BKN003 18/17 Q1016 RMK PP000,2025-05-17 05:45:38.192849,2025-05-17T05:00:00Z,18,17,8,160,2500,1016,LIFR
SPZO,SPZO 170530Z 00000KT 9999 NSC 07/03 Q1032 NOSIG,2025-05-17 05:45:38.633974,2025-05-17T05:30:00Z,7,3,0,0,9999,1032,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 05:45:39.682787,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 170500Z 34004KT CAVOK 11/04 Q1030 RMK PP000,2025-05-17 05:47:58.550809,2025-05-17T05:00:00Z,11,4,4,340,9999,1030,VFR
SPRU,SPRU 170500Z 16008KT 2500 BR BKN003 18/17 Q1016 RMK PP000,2025-05-17 05:47:59.025502,2025-05-17T05:00:00Z,18,17,8,160,2500,1016,LIFR
SPZO,SPZO 170530Z 00000KT 9999 NSC 07/03 Q1032 NOSIG,2025-05-17 05:47:59.489005,2025-05-17T05:30:00Z,7,3,0,0,9999,1032,VFR
SPJR,SPJR 162300Z 13005KT 100V180 9999 FEW023 SCT050 15/10 Q1026 RMK PP000,2025-05-17 05:48:00.124571,2025-05-16T23:00:00Z,15,10,5,130,9999,1026,VFR
SPQU,SPQU 180500Z 01004KT CAVOK 11/M01 Q1029 RMK PP000,2025-05-18 05:10:41.730646,2025-05-18T05:00:00Z,11,-1,4,10,9999,1029,VFR
SPRU,SPRU 180500Z 16011KT 3000 BR OVC002 18/17 Q1015 RMK PP000,2025-05-18 05:10:42.169344,2025-05-18T05:00:00Z,18,17,11,160,3000,1015,LIFR
SPZO,SPZO 180500Z 27005KT 240V300 9999 NSC 06/01 Q1032 NOSIG RMK PP000,2025-05-18 05:10:42.653313,2025-05-18T05:00:00Z,6,1,5,270,9999,1032,VFR
SPJR,SPJR 172300Z 14009KT 8000 BCFG SCT020 BKN050 13/12 Q1027 RMK PPTRZ,2025-05-18 05:10:43.214827,2025-05-17T23:00:00Z,13,12,9,140,8000,1027,MVFR
SPQU,SPQU 180500Z 01004KT CAVOK 11/M01 Q1029 RMK PP000,2025-05-18 06:10:50.936545,2025-05-18T05:00:00Z,11,-1,4,10,9999,1029,VFR
SPRU,SPRU 180500Z 16011KT 3000 BR OVC002 18/17 Q1015 RMK PP000,2025-05-18 06:10:51.404784,2025-05-18T05:00:00Z,18,17,11,160,3000,1015,LIFR
SPZO,SPZO 180500Z 27005KT 240V300 9999 NSC 06/01 Q1032 NOSIG RMK PP000,2025-05-18 06:10:51.840871,2025-05-18T05:00:00Z,6,1,5,270,9999,1032,VFR
SPJR,SPJR 172300Z 14009KT 8000 BCFG SCT020 BKN050 13/12 Q1027 RMK PPTRZ,2025-05-18 06:10:52.399658,2025-05-17T23:00:00Z,13,12,9,140,8000,1027,MVFR
SPQU,SPQU 060300Z 05004KT CAVOK 12/M02 Q1029 RMK PP000,2025-06-06 03:58:52.072342,2025-06-06T03:00:00Z,12,-2,4,50.0,9999,1029,VFR
SPRU,SPRU 060300Z 16007KT 5000 BR BKN010 19/17 Q1014 RMK PP000,2025-06-06 03:58:52.540640,2025-06-06T03:00:00Z,19,17,7,160.0,5000,1014,MVFR
SPZO,SPZO 060330Z VRB01KT 9999 NSC 06/00 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-06 03:58:52.975839,2025-06-06T03:30:00Z,6,0,1,,9999,1034,VFR
SPJR,SPJR 052300Z 05006KT 010V080 9999 FEW025 18/05 Q1025 RMK PP000,2025-06-06 03:58:53.593486,2025-06-05T23:00:00Z,18,5,6,50.0,9999,1025,VFR
SPQU,SPQU 070300Z VRB02KT CAVOK 10/M07 Q1029 RMK PP000,2025-06-07 03:03:44.895712,2025-06-07T03:00:00Z,10,-7,2,,9999,1029,VFR
SPRU,SPRU 070300Z 14009KT 6000 BKN020 20/18 Q1014 RMK PP000,2025-06-07 03:03:45.333047,2025-06-07T03:00:00Z,20,18,9,140.0,6000,1014,MVFR
SPZO,SPZO 070300Z VRB02KT 9999 NSC 07/02 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-07 03:03:45.821088,2025-06-07T03:00:00Z,7,2,2,,9999,1034,VFR
SPJR,SPJR 062300Z 06004KT 030V090 9999 SCT020 OVC050 18/08 Q1026 RMK PP000,2025-06-07 03:03:46.433806,2025-06-06T23:00:00Z,18,8,4,60.0,9999,1026,VFR
SPQU,SPQU 070400Z 04006KT CAVOK 12/M07 Q1029 RMK PP000,2025-06-07 04:03:54.250758,2025-06-07T04:00:00Z,12,-7,6,40,9999,1029,VFR
SPRU,SPRU 070400Z 15009KT 6000 SCT020 19/18 Q1014 RMK PP000,2025-06-07 04:03:54.743367,2025-06-07T04:00:00Z,19,18,9,150,6000,1014,MVFR
SPZO,SPZO 070400Z 28003KT 250V310 9999 NSC 06/01 Q1034 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-07 04:03:55.231176,2025-06-07T04:00:00Z,6,1,3,280,9999,1034,VFR
SPJR,SPJR 062300Z 06004KT 030V090 9999 SCT020 OVC050 18/08 Q1026 RMK PP000,2025-06-07 04:03:55.734341,2025-06-06T23:00:00Z,18,8,4,60,9999,1026,VFR
SPQU,SPQU 090000Z 03006KT CAVOK 14/M05 Q1027 RMK PP000,2025-06-09 00:19:24.853309,2025-06-09T00:00:00Z,14,-5,6,30,9999,1027,VFR
SPRU,SPRU 090000Z 15007KT 5000 BR OVC018 19/17 Q1012 RMK PP000,2025-06-09 00:19:25.349171,2025-06-09T00:00:00Z,19,17,7,150,5000,1012,MVFR
SPZO,SPZO 090000Z 29006KT 9999 NSC 13/03 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 00:19:25.800140,2025-06-09T00:00:00Z,13,3,6,290,9999,1030,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 00:19:26.485860,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090000Z 03006KT CAVOK 14/M05 Q1027 RMK PP000,2025-06-09 00:28:25.711121,2025-06-09T00:00:00Z,14,-5,6,30,9999,1027,VFR
SPRU,SPRU 090000Z 15007KT 5000 BR OVC018 19/17 Q1012 RMK PP000,2025-06-09 00:28:26.216260,2025-06-09T00:00:00Z,19,17,7,150,5000,1012,MVFR
SPZO,SPZO 090000Z 29006KT 9999 NSC 13/03 Q1030 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 00:28:26.764501,2025-06-09T00:00:00Z,13,3,6,290,9999,1030,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 00:28:27.360478,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090200Z 01004KT CAVOK 12/M06 Q1027 RMK PP000,2025-06-09 02:44:21.145874,2025-06-09T02:00:00Z,12,-6,4,10,9999,1027,VFR
SPRU,SPRU 090200Z 14006KT 4500 BR OVC016 19/17 Q1013 RMK PP000,2025-06-09 02:44:21.624418,2025-06-09T02:00:00Z,19,17,6,140,4500,1013,IFR
SPZO,SPZO 090230Z 25003KT 180V280 9999 NSC 09/03 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-09 02:44:22.134276,2025-06-09T02:30:00Z,9,3,3,250,9999,1032,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 02:44:22.768094,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090200Z 01004KT CAVOK 12/M06 Q1027 RMK PP000,2025-06-09 02:55:40.676579,2025-06-09T02:00:00Z,12,-6,4,10,9999,1027,VFR
SPRU,SPRU 090200Z 14006KT 4500 BR OVC016 19/17 Q1013 RMK PP000,2025-06-09 02:55:41.166490,2025-06-09T02:00:00Z,19,17,6,140,4500,1013,IFR
SPZO,SPZO 090230Z 25003KT 180V280 9999 NSC 09/03 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28,2025-06-09 02:55:41.608626,2025-06-09T02:30:00Z,9,3,3,250,9999,1032,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 02:55:42.131355,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090300Z 05007KT CAVOK 13/M06 Q1027 RMK PP000,2025-06-09 03:02:22.974034,2025-06-09T03:00:00Z,13,-6,7,50,9999,1027,VFR
SPRU,SPRU 090300Z 15007KT 4500 BR OVC016 19/17 Q1013 RMK PP000,2025-06-09 03:02:23.408515,2025-06-09T03:00:00Z,19,17,7,150,4500,1013,IFR
SPZO,SPZO 090300Z 26003KT 230V290 9999 NSC 08/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 03:02:23.842995,2025-06-09T03:00:00Z,8,3,3,260,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 03:02:24.506672,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090300Z 05007KT CAVOK 13/M06 Q1027 RMK PP000,2025-06-09 03:06:49.417004,2025-06-09T03:00:00Z,13,-6,7,50,9999,1027,VFR
SPRU,SPRU 090300Z 15007KT 4500 BR OVC016 19/17 Q1013 RMK PP000,2025-06-09 03:06:49.835718,2025-06-09T03:00:00Z,19,17,7,150,4500,1013,IFR
SPZO,SPZO 090300Z 26003KT 230V290 9999 NSC 08/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 03:06:50.300340,2025-06-09T03:00:00Z,8,3,3,260,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 03:06:50.888500,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090400Z 06008KT CAVOK 11/M08 Q1027 RMK PP000,2025-06-09 04:07:07.655019,2025-06-09T04:00:00Z,11,-8,8,60,9999,1027,VFR
SPRU,SPRU 090400Z 15008KT 4500 BR SCT018 19/17 Q1013 RMK PP000,2025-06-09 04:07:08.248292,2025-06-09T04:00:00Z,19,17,8,150,4500,1013,IFR
SPZO,SPZO 090400Z 28003KT 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 04:07:08.684806,2025-06-09T04:00:00Z,7,3,3,280,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 04:07:09.224289,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 090500Z 02005KT CAVOK 13/M09 Q1027 RMK PP000,2025-06-09 05:07:26.004119,2025-06-09T05:00:00Z,13,-9,5,20,9999,1027,VFR
SPRU,SPRU 090500Z 15006KT 4000 BR FEW016 19/17 Q1013 RMK PP000,2025-06-09 05:07:26.437575,2025-06-09T05:00:00Z,19,17,6,150,4000,1013,IFR
SPZO,SPZO 090500Z 26003KT 230V290 9999 NSC 07/03 Q1033 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-09 05:07:26.874898,2025-06-09T05:00:00Z,7,3,3,260,9999,1033,VFR
SPJR,SPJR 082300Z 16003KT 070V170 9999 SCT020 BKN050 16/11 Q1025 RMK PP000,2025-06-09 05:07:27.507860,2025-06-08T23:00:00Z,16,11,3,160,9999,1025,VFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:24:29.643679,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:24:30.122115,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
SPZO,SPZO 120200Z VRB02KT 9999 NSC 10/04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-12 02:24:30.611882,2025-06-12T02:00:00Z,10,4,2,,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 02:24:31.166732,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:26:04.255148,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:26:04.679729,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
SPZO,SPZO 120200Z VRB02KT 9999 NSC 10/04 Q1032 NOSIG RMK BIRD HAZARD RWY 10/28 PP000,2025-06-12 02:26:05.120683,2025-06-12T02:00:00Z,10,4,2,,9999,1032,VFR
SPJR,SPJR 112300Z VRB02KT 8000 -RA BCFG SCT012 OVC045 13/13 Q1029 RMK PP010,2025-06-12 02:26:05.685563,2025-06-11T23:00:00Z,13,13,2,,8000,1029,MVFR
SPQU,SPQU 120200Z 01005KT CAVOK 12/M06 Q1031 RMK PP000,2025-06-12 02:31:58.660138,2025-06-12T02:00:00Z,12,-6,5,10.0,9999,1031,VFR
SPRU,SPRU 120200Z 15008KT 5000 BR BKN150 20/18 Q1015 RMK PP000,2025-06-12 02:31:59.149394,2025-06-12T02:00:00Z,20,18,8,150.0,5000,1015,MVFR
